account_id,initial_risk_category,kyc_documentation_completeness,onboarding_channel,onboarding_device_id,opened_at
A02429,normal_risk_cdd,0.7915626992872838,app,DEV002429,2023-07-29
A02430,normal_risk_cdd,0.8276057739037717,app,DEV002430,2024-03-05
A02431,normal_risk_cdd,0.7815107850375516,app,DEV002431,2023-05-13
A02432,normal_risk_cdd,0.9803358411847112,app,DEV002432,2025-01-31
A02433,normal_risk_cdd,0.8515089477379961,app,DEV002433,2025-05-03
A02434,normal_risk_cdd,0.8641415742580723,branch,DEV002434,2025-07-07
A02435,higher_risk_edd,0.9113415433627632,app,DEV002435,2025-07-15
A02436,normal_risk_cdd,0.8487376863701631,app,DEV002436,2025-08-18
A02437,normal_risk_cdd,0.7527797228557812,app,DEV002437,2024-11-17
A02438,normal_risk_cdd,0.836414637112394,app,DEV002438,2022-09-13
A02439,normal_risk_cdd,0.7750393257123395,app,DEV002439,2023-06-24
A02440,higher_risk_edd,0.927807713219507,app,DEV002440,2024-11-29
A02441,normal_risk_cdd,0.6452066746958002,app,DEV002441,2022-03-04
A02442,normal_risk_cdd,0.7597597433245179,branch,DEV002442,2022-11-10
A02443,normal_risk_cdd,0.9671141123611466,app,DEV002443,2022-10-14
A02444,normal_risk_cdd,0.9164318199286032,app,DEV002444,2022-04-22
A02445,normal_risk_cdd,0.9555231468732184,app,DEV002445,2022-12-02
A02446,lower_risk_sdd,0.7610177015736739,app,DEV002446,2022-01-26
A02447,normal_risk_cdd,0.903838993933158,app,DEV002447,2024-08-04
A02448,normal_risk_cdd,0.8137705051696692,app,DEV002448,2022-06-23
A02449,normal_risk_cdd,0.7670199242987502,app,DEV002449,2025-06-21
A02450,normal_risk_cdd,0.9417395684359756,app,DEV002450,2024-09-17
A02451,normal_risk_cdd,0.8551654379509912,branch,DEV002451,2022-05-01
A02452,normal_risk_cdd,1.0,app,DEV002452,2025-05-20
A02453,normal_risk_cdd,0.8207921619191396,app,DEV002453,2023-11-27
A02454,normal_risk_cdd,1.0,app,DEV002454,2024-07-20
A02455,normal_risk_cdd,0.8374566567443396,app,DEV002455,2025-07-08
A02456,normal_risk_cdd,0.956883887780696,partner_institution,DEV002456,2024-12-21
A02457,lower_risk_sdd,0.7857353389785964,app,DEV002457,2023-10-08
A02458,normal_risk_cdd,0.768164005745543,app,DEV002458,2023-05-20
A02459,normal_risk_cdd,0.8112001537367305,branch,DEV002459,2023-03-16
A02460,normal_risk_cdd,0.7673616619441175,app,DEV002460,2025-05-23
A02461,normal_risk_cdd,0.7516044409393421,app,DEV002461,2024-08-19
A02462,lower_risk_sdd,0.703365348041996,app,DEV002462,2025-07-02
A02463,normal_risk_cdd,0.8342697303800782,app,DEV002463,2025-11-19
A02464,normal_risk_cdd,0.8541893058552109,app,DEV002464,2024-05-07
A02465,normal_risk_cdd,0.8944991307978624,partner_institution,DEV002465,2023-06-03
A02466,normal_risk_cdd,0.7014090533028068,app,DEV002466,2024-06-05
A02467,normal_risk_cdd,0.9529412803165644,app,DEV002467,2025-10-05
A02468,normal_risk_cdd,0.8220724669328066,app,DEV002468,2025-01-13
A02469,normal_risk_cdd,0.8925921044990286,app,DEV002469,2024-03-06
A02470,normal_risk_cdd,0.8996570271382838,app,DEV002470,2024-06-28
A02471,normal_risk_cdd,0.9596637248611072,app,DEV002471,2022-08-08
A02472,normal_risk_cdd,0.8416114089773573,app,DEV002472,2023-07-07
A02473,normal_risk_cdd,0.6801090032765655,app,DEV002473,2021-11-25
A02474,normal_risk_cdd,0.8545702090762849,app,DEV002474,2025-03-20
A02475,lower_risk_sdd,0.6660565486529281,app,NEARMISS_DEV_3,2024-06-06
A02476,lower_risk_sdd,0.5672591312687907,app,DEV002476,2025-07-27
A02477,normal_risk_cdd,0.8617992523546351,app,DEV002477,2025-11-03
A02478,normal_risk_cdd,0.8211185252218967,app,DEV002478,2022-03-15
A02479,higher_risk_edd,0.8425796840573991,branch,DEV002479,2023-12-09
A02480,normal_risk_cdd,0.9037187916007426,app,DEV002480,2023-04-08
A02481,normal_risk_cdd,0.8049019879281762,app,DEV002481,2024-10-22
A02482,lower_risk_sdd,0.6174896628210345,app,DEV002482,2025-09-18
A02483,normal_risk_cdd,0.8129936922170332,app,DEV002483,2022-04-30
A02484,normal_risk_cdd,0.9488382877971318,partner_institution,DEV002484,2023-04-10
A02485,normal_risk_cdd,0.8467267070581286,app,DEV002485,2023-01-22
A02486,normal_risk_cdd,0.8563279856436657,app,DEV002486,2023-10-10
A02487,normal_risk_cdd,0.8147491076490883,app,DEV002487,2024-04-17
A02488,lower_risk_sdd,0.6870293457803924,app,DEV002488,2024-03-22
A02489,normal_risk_cdd,0.9579454438760536,branch,DEV002489,2022-11-08
A02490,higher_risk_edd,1.0,branch,DEV002490,2025-01-02
A02491,normal_risk_cdd,0.9049493569067883,app,DEV002491,2024-07-19
A02492,lower_risk_sdd,0.6984984164707476,app,DEV002492,2024-09-07
A02493,higher_risk_edd,0.8395805885351069,app,DEV002493,2023-10-28
A02494,normal_risk_cdd,0.7799104934640689,app,DEV002494,2022-01-10
A02495,normal_risk_cdd,0.8336010085120699,branch,DEV002495,2022-03-17
A02496,normal_risk_cdd,0.791930876600542,app,DEV002496,2023-09-24
A02497,normal_risk_cdd,0.7648370380195202,branch,DEV002497,2025-02-11
A02498,normal_risk_cdd,0.700225940730354,app,DEV002498,2022-02-19
A02499,normal_risk_cdd,0.7422776629492687,app,DEV002499,2024-08-29
A02500,lower_risk_sdd,0.629477955412592,app,DEV002500,2024-06-27
A02501,normal_risk_cdd,0.8444458906544893,app,DEV002501,2022-05-11
A02502,higher_risk_edd,0.8865556979095539,app,DEV002502,2024-11-10
A02503,normal_risk_cdd,0.856314017014658,app,DEV002503,2024-01-24
A02504,normal_risk_cdd,0.8152933087273299,app,DEV002504,2022-03-26
A02505,lower_risk_sdd,0.7372458869899079,app,DEV002505,2024-08-22
A02506,higher_risk_edd,0.9370699388780128,app,DEV002506,2023-05-30
A02507,higher_risk_edd,1.0,partner_institution,DEV002507,2025-10-09
A02508,normal_risk_cdd,0.8662571009835753,app,DEV002508,2021-11-30
A02509,normal_risk_cdd,0.7378343168604756,app,DEV002509,2024-03-27
A02510,normal_risk_cdd,0.842747345941026,app,DEV002510,2023-03-23
A02511,normal_risk_cdd,0.7511500720537053,app,DEV002511,2023-11-28
A02512,lower_risk_sdd,0.6413503329426463,branch,NEARMISS_DEV_3,2024-03-05
A02513,lower_risk_sdd,0.5903895346215449,app,DEV002513,2024-04-14
A02514,normal_risk_cdd,0.8805570426787847,app,DEV002514,2025-11-06
A02515,normal_risk_cdd,0.7426116530027038,app,DEV002515,2024-10-21
A02516,lower_risk_sdd,0.651176146022355,app,DEV002516,2024-05-22
A02517,normal_risk_cdd,0.8957932466050554,app,DEV002517,2024-06-08
A02518,normal_risk_cdd,0.9226076455447196,app,DEV002518,2024-10-26
A02519,normal_risk_cdd,0.7888665793692622,app,DEV002519,2023-05-03
A02520,normal_risk_cdd,0.851420077776574,partner_institution,DEV002520,2022-08-02
A02521,normal_risk_cdd,0.8647317578329259,app,DEV002521,2022-05-02
A02522,normal_risk_cdd,0.9737701023634214,app,DEV002522,2022-01-03
A02523,normal_risk_cdd,0.731493595139989,app,DEV002523,2023-04-22
A02524,higher_risk_edd,0.877111796394316,app,DEV002524,2024-04-07
A02525,normal_risk_cdd,1.0,app,DEV002525,2023-04-28
A02526,higher_risk_edd,0.928152217283522,app,DEV002526,2025-05-22
A02527,higher_risk_edd,0.798720495207738,app,DEV002527,2022-08-20
A02528,normal_risk_cdd,0.8033959885321467,app,DEV002528,2023-10-08
A02529,normal_risk_cdd,0.628490142282851,app,DEV002529,2025-04-04
A02530,normal_risk_cdd,0.8692736569964923,app,DEV002530,2024-03-17
A02531,normal_risk_cdd,0.9147827808222576,app,DEV002531,2024-09-16
A02532,normal_risk_cdd,0.7770670099064997,app,DEV002532,2024-07-07
A02533,lower_risk_sdd,0.6123420862198795,branch,DEV002533,2025-09-19
A02534,higher_risk_edd,1.0,app,DEV002534,2025-11-09
A02535,normal_risk_cdd,0.7099827628123143,app,DEV002535,2024-07-07
A02536,normal_risk_cdd,0.7442743030240363,app,DEV002536,2024-09-15
A02537,normal_risk_cdd,0.8317507854627488,app,DEV002537,2021-11-25
A02538,lower_risk_sdd,0.5898132130026545,app,DEV002538,2024-11-12
A02539,normal_risk_cdd,0.8264906482021129,app,DEV002539,2024-08-05
A02540,normal_risk_cdd,0.7488999744474782,app,DEV002540,2022-03-28
A02541,normal_risk_cdd,0.8671450788737206,app,DEV002541,2022-06-18
A02542,normal_risk_cdd,0.8380613531856009,app,DEV002542,2025-09-10
A02543,normal_risk_cdd,0.8939352395386426,app,DEV002543,2025-07-29
A02544,normal_risk_cdd,0.8660319600384234,app,DEV002544,2025-07-16
A02545,normal_risk_cdd,0.8665352057996819,app,DEV002545,2024-01-27
A02546,higher_risk_edd,0.8342954116375908,branch,DEV002546,2023-08-14
A02547,normal_risk_cdd,0.8894073241315897,app,DEV002547,2024-07-04
A02548,normal_risk_cdd,0.8235306878556446,partner_institution,DEV002548,2025-11-13
A02549,normal_risk_cdd,0.8366721353880305,app,DEV002549,2025-02-09
A02550,normal_risk_cdd,0.9338611501112648,app,DEV002550,2023-06-13
A02551,normal_risk_cdd,0.7924451554786484,app,DEV002551,2024-06-03
A02552,normal_risk_cdd,0.95809474627672,app,DEV002552,2025-06-04
A02553,higher_risk_edd,1.0,app,DEV002553,2023-04-20
A02554,normal_risk_cdd,0.9102227549891496,app,DEV002554,2023-06-15
A02555,normal_risk_cdd,0.7715503351386063,app,DEV002555,2023-12-13
A02556,lower_risk_sdd,0.4750965403498455,app,DEV002556,2022-02-19
A02557,normal_risk_cdd,0.9363067931407952,branch,DEV002557,2022-07-10
A02558,normal_risk_cdd,0.8589108049064863,app,DEV002558,2025-10-05
A02559,lower_risk_sdd,0.590384202334283,branch,DEV002559,2022-04-12
A02560,normal_risk_cdd,0.943884987500448,app,DEV002560,2025-09-21
A02561,normal_risk_cdd,0.7810752895297752,app,DEV002561,2023-12-25
A02562,normal_risk_cdd,0.8160675793415245,app,DEV002562,2022-04-17
A02563,normal_risk_cdd,0.8919912291453596,app,DEV002563,2021-12-20
A02564,normal_risk_cdd,0.7609117734708097,app,DEV002564,2025-10-30
A02565,normal_risk_cdd,0.8412415272314346,app,DEV002565,2025-08-19
A02566,lower_risk_sdd,0.737130974713069,app,DEV002566,2024-12-13
A02567,lower_risk_sdd,0.6668888594896905,app,DEV002567,2024-10-22
A02568,normal_risk_cdd,0.9497941069458944,partner_institution,DEV002568,2024-10-18
A02569,higher_risk_edd,1.0,app,DEV002569,2024-03-30
A02570,lower_risk_sdd,0.6506190667537296,app,DEV002570,2024-08-21
A02571,normal_risk_cdd,0.6630606898914089,app,DEV002571,2023-07-30
A02572,normal_risk_cdd,0.7615382163827754,app,DEV002572,2022-06-26
A02573,normal_risk_cdd,0.9110667289907592,app,DEV002573,2023-09-22
A02574,normal_risk_cdd,0.725979886377177,app,DEV002574,2024-08-02
A02575,normal_risk_cdd,0.8238645929130439,app,DEV002575,2023-08-21
A02576,normal_risk_cdd,0.8770784490951226,app,DEV002576,2023-06-04
A02577,normal_risk_cdd,0.9675656556609208,app,DEV002577,2022-04-25
A02578,lower_risk_sdd,0.6039984242836469,app,DEV002578,2022-02-09
A02579,higher_risk_edd,0.8985209832733496,app,DEV002579,2024-10-20
A02580,lower_risk_sdd,0.64580433868036,branch,DEV002580,2022-03-24
A02581,normal_risk_cdd,0.8780730375848081,app,DEV002581,2022-08-20
A02582,lower_risk_sdd,0.6376602538083125,app,DEV002582,2025-05-28
A02583,normal_risk_cdd,0.9339414679108649,branch,DEV002583,2023-09-04
A02584,lower_risk_sdd,0.5860684933577223,app,DEV002584,2025-04-23
A02585,normal_risk_cdd,0.8596128746703234,app,DEV002585,2023-12-12
A02586,normal_risk_cdd,0.8856170168197615,app,DEV002586,2025-09-28
A02587,normal_risk_cdd,0.8179813752075314,app,DEV002587,2024-09-18
A02588,normal_risk_cdd,0.9171767949247972,app,DEV002588,2023-07-22
A02589,normal_risk_cdd,0.861916683299388,app,DEV002589,2024-09-12
A02590,normal_risk_cdd,0.913107657052182,app,DEV002590,2025-11-18
A02591,normal_risk_cdd,0.8655283286439065,app,DEV002591,2024-05-10
A02592,normal_risk_cdd,0.8801123657189782,app,DEV002592,2023-09-29
A02593,lower_risk_sdd,0.5994086594520516,branch,DEV002593,2022-11-06
A02594,normal_risk_cdd,0.7995382635847021,app,DEV002594,2025-05-16
A02595,higher_risk_edd,1.0,app,DEV002595,2024-01-02
A02596,lower_risk_sdd,0.7008408355616266,app,DEV002596,2025-02-13
A02597,normal_risk_cdd,0.7681627867022078,app,DEV002597,2025-04-20
A02598,higher_risk_edd,0.9644690739723863,app,DEV002598,2025-06-06
A02599,higher_risk_edd,0.7600979157171659,app,DEV002599,2022-11-12
A02600,normal_risk_cdd,0.8040847869040466,app,DEV002600,2022-03-22
A02601,normal_risk_cdd,0.9268822141295924,app,DEV002601,2023-04-02
A02602,normal_risk_cdd,0.8399883529031072,app,DEV002602,2024-05-25
A02603,normal_risk_cdd,0.8594330135732825,app,DEV002603,2022-02-06
A02604,lower_risk_sdd,0.4086895002783831,app,DEV002604,2023-12-03
A02605,lower_risk_sdd,0.6186197105491079,app,DEV002605,2023-10-16
A02606,normal_risk_cdd,0.877061777906177,app,DEV002606,2023-05-15
A02607,normal_risk_cdd,0.8872231900318671,app,DEV002607,2023-04-15
A02608,normal_risk_cdd,0.9269884569067492,app,DEV002608,2023-12-10
A02609,normal_risk_cdd,0.8331793798581257,app,DEV002609,2023-12-29
A02610,normal_risk_cdd,0.836747534990068,app,DEV002610,2024-08-22
A02611,normal_risk_cdd,0.743430605647211,partner_institution,DEV002611,2023-03-08
A02612,normal_risk_cdd,0.8336382768661441,app,DEV002612,2023-03-20
A02613,normal_risk_cdd,0.7490739950081761,app,DEV002613,2024-03-01
A02614,normal_risk_cdd,0.7021703904155666,branch,DEV002614,2023-01-21
A02615,normal_risk_cdd,0.7631856503911537,app,DEV002615,2025-05-14
A02616,normal_risk_cdd,0.9706947926243176,app,DEV002616,2024-03-31
A02617,normal_risk_cdd,0.8283551038789378,app,DEV002617,2021-12-13
A02618,normal_risk_cdd,0.8675901890418692,branch,DEV002618,2022-12-20
A02619,higher_risk_edd,0.9089202999041556,app,DEV002619,2023-01-09
A02620,normal_risk_cdd,0.7067559184438482,app,DEV002620,2022-06-13
A02621,higher_risk_edd,1.0,branch,DEV002621,2023-06-22
A02622,normal_risk_cdd,0.6762241488115529,app,DEV002622,2023-04-03
A02623,higher_risk_edd,0.9056165858566672,partner_institution,DEV002623,2023-12-26
A02624,normal_risk_cdd,0.8456308095319951,app,DEV002624,2022-08-06
A02625,normal_risk_cdd,0.8684391714743884,branch,DEV002625,2023-01-22
A02626,normal_risk_cdd,0.7918824316376903,app,DEV002626,2023-10-25
A02627,normal_risk_cdd,0.702963081355602,app,DEV002627,2025-05-30
A02628,normal_risk_cdd,0.785912536613165,branch,DEV002628,2022-09-05
A02629,normal_risk_cdd,0.790099360990427,app,DEV002629,2024-08-10
A02630,lower_risk_sdd,0.5881525203875936,app,DEV002630,2024-06-23
A02631,normal_risk_cdd,0.9276046872166084,app,DEV002631,2025-06-02
A02632,normal_risk_cdd,0.7529117777488686,branch,DEV002632,2025-01-17
A02633,normal_risk_cdd,0.8740783419550527,app,DEV002633,2025-05-31
A02634,normal_risk_cdd,0.8626637629774332,branch,DEV002634,2025-07-12
A02635,normal_risk_cdd,0.9268364061977336,app,DEV002635,2025-11-01
A02636,normal_risk_cdd,0.8393494502610455,app,DEV002636,2024-09-25
A02637,normal_risk_cdd,0.9132904773758048,app,DEV002637,2022-11-17
A02638,normal_risk_cdd,0.8362223889524721,branch,DEV002638,2022-06-12
A02639,normal_risk_cdd,0.884751402126784,app,DEV002639,2025-01-02
A02640,normal_risk_cdd,0.7297647130202207,app,DEV002640,2024-03-19
A02641,normal_risk_cdd,0.6389377538967113,app,DEV002641,2022-07-28
A02642,normal_risk_cdd,0.8802037482852683,branch,DEV002642,2023-01-28
A02643,normal_risk_cdd,0.8844946500831383,app,DEV002643,2022-04-13
A02644,normal_risk_cdd,0.8880401866521506,app,DEV002644,2024-03-24
A02645,normal_risk_cdd,0.8080053988196256,app,DEV002645,2025-03-30
A02646,normal_risk_cdd,0.9691777801768298,app,DEV002646,2025-05-06
A02647,normal_risk_cdd,0.8132097747410382,app,DEV002647,2023-01-25
A02648,normal_risk_cdd,0.8836703215737896,branch,DEV002648,2025-10-25
A02649,normal_risk_cdd,0.8975708980003263,app,DEV002649,2024-01-26
A02650,higher_risk_edd,1.0,app,DEV002650,2024-07-01
A02651,normal_risk_cdd,0.8246376304168133,app,DEV002651,2022-03-23
A02652,normal_risk_cdd,0.7977445675016678,app,DEV002652,2021-11-26
A02653,normal_risk_cdd,0.7301483692467741,app,DEV002653,2023-12-21
A02654,normal_risk_cdd,0.974189360532998,app,DEV002654,2023-08-03
A02655,higher_risk_edd,0.9837128725638832,app,DEV002655,2024-05-25
A02656,normal_risk_cdd,0.8862448884715441,app,DEV002656,2022-10-17
A02657,normal_risk_cdd,1.0,app,DEV002657,2024-09-25
A02658,lower_risk_sdd,0.676003579294904,app,DEV002658,2022-12-04
A02659,normal_risk_cdd,0.7458142875919974,app,DEV002659,2022-04-14
A02660,normal_risk_cdd,0.8343277140005619,app,DEV002660,2025-03-25
A02661,normal_risk_cdd,0.7720174072921078,app,DEV002661,2025-01-04
A02662,normal_risk_cdd,0.8183305284333782,app,DEV002662,2024-05-26
A02663,normal_risk_cdd,0.8177928317796314,app,DEV002663,2022-08-04
A02664,normal_risk_cdd,0.803038048714636,app,DEV002664,2023-05-05
A02665,normal_risk_cdd,0.7385373995715682,app,DEV002665,2025-02-20
A02666,normal_risk_cdd,0.9774001306937836,app,DEV002666,2024-06-10
A02667,lower_risk_sdd,0.6739078435550715,app,DEV002667,2023-05-02
A02668,normal_risk_cdd,0.8319622372239809,app,DEV002668,2022-01-14
A02669,normal_risk_cdd,0.9106110263612596,app,DEV002669,2024-02-08
A02670,normal_risk_cdd,0.8876853819879512,app,DEV002670,2025-08-15
A02671,normal_risk_cdd,0.8720552586193637,app,DEV002671,2025-07-02
A02672,normal_risk_cdd,0.904799845821346,app,DEV002672,2025-10-21
A02673,normal_risk_cdd,0.8607147795006925,app,DEV002673,2025-05-31
A02674,normal_risk_cdd,0.9036177165593272,app,DEV002674,2024-04-05
A02675,normal_risk_cdd,0.910248984070222,app,DEV002675,2024-10-15
A02676,normal_risk_cdd,0.8630174988026242,app,DEV002676,2024-09-16
A02677,normal_risk_cdd,0.8323684405203107,app,DEV002677,2022-11-02
A02678,normal_risk_cdd,0.9724318241163128,app,DEV002678,2024-01-01
A02679,normal_risk_cdd,0.8117678768181253,app,DEV002679,2022-12-27
A02680,normal_risk_cdd,0.8813050880341876,app,DEV002680,2023-09-28
A02681,normal_risk_cdd,0.8831126728591253,app,DEV002681,2025-02-04
A02682,normal_risk_cdd,0.8012353718189091,app,DEV002682,2022-02-08
A02683,normal_risk_cdd,0.7853742091750805,app,DEV002683,2024-01-02
A02684,normal_risk_cdd,0.8216918383304119,branch,DEV002684,2022-07-22
A02685,normal_risk_cdd,0.8106226517459514,app,DEV002685,2025-07-13
A02686,normal_risk_cdd,0.7333495550688908,app,DEV002686,2022-07-03
A02687,normal_risk_cdd,0.797880393398458,app,DEV002687,2023-01-15
A02688,normal_risk_cdd,0.8712978387707649,branch,DEV002688,2024-11-30
A02689,normal_risk_cdd,0.951275486731888,app,DEV002689,2022-09-23
A02690,higher_risk_edd,0.9943513068138906,app,DEV002690,2022-12-07
A02691,normal_risk_cdd,0.6420372401303809,app,DEV002691,2022-04-29
A02692,normal_risk_cdd,0.901304297180586,app,DEV002692,2025-01-28
A02693,higher_risk_edd,0.9053478571283424,app,DEV002693,2022-05-10
A02694,normal_risk_cdd,0.886246405975021,branch,DEV002694,2022-11-08
A02695,normal_risk_cdd,0.8488691792631498,branch,DEV002695,2024-07-24
A02696,normal_risk_cdd,0.8345849899130537,branch,DEV002696,2024-07-05
A02697,lower_risk_sdd,0.6418211417630287,app,DEV002697,2024-11-23
A02698,normal_risk_cdd,0.8482060553384175,app,DEV002698,2024-01-02
A02699,normal_risk_cdd,0.9575523977672196,app,DEV002699,2022-04-25
A02700,normal_risk_cdd,0.848427185033193,app,DEV002700,2022-07-20
A02701,normal_risk_cdd,0.936842890654496,app,DEV002701,2025-05-02
A02702,normal_risk_cdd,0.9251924692676524,app,DEV002702,2025-05-23
A02703,normal_risk_cdd,0.9033636438066922,app,DEV002703,2025-09-06
A02704,normal_risk_cdd,0.7070704943896258,partner_institution,DEV002704,2023-06-14
A02705,normal_risk_cdd,0.9393306124929284,branch,DEV002705,2024-08-28
A02706,normal_risk_cdd,0.813367896469153,app,DEV002706,2022-11-10
A02707,normal_risk_cdd,0.9072581824859818,app,DEV002707,2022-11-11
A02708,normal_risk_cdd,0.7721973733407669,app,DEV002708,2025-02-15
A02709,normal_risk_cdd,0.7551940765357396,app,DEV002709,2023-02-16
A02710,higher_risk_edd,1.0,app,DEV002710,2022-11-05
A02711,normal_risk_cdd,0.7734413546529508,app,DEV002711,2021-12-13
A02712,normal_risk_cdd,0.9416885311241396,app,DEV002712,2023-01-05
A02713,lower_risk_sdd,0.6594736257149217,branch,DEV002713,2024-06-22
A02714,normal_risk_cdd,0.8163903953311863,branch,DEV002714,2021-11-24
A02715,normal_risk_cdd,0.8464136892535834,app,DEV002715,2024-10-23
A02716,normal_risk_cdd,0.745912440277495,app,DEV002716,2022-09-06
A02717,higher_risk_edd,0.9488996496312616,app,DEV002717,2024-05-26
A02718,lower_risk_sdd,0.5633807748883233,app,DEV002718,2022-02-27
A02719,normal_risk_cdd,0.8183644964548811,app,DEV002719,2022-10-10
A02720,normal_risk_cdd,0.924023965117566,app,DEV002720,2023-07-05
A02721,normal_risk_cdd,0.8703352541246125,app,DEV002721,2025-01-21
A02722,normal_risk_cdd,0.7314263600895583,app,DEV002722,2025-02-28
A02723,normal_risk_cdd,0.9181190501531096,app,DEV002723,2022-02-08
A02724,normal_risk_cdd,0.8494320190472686,branch,DEV002724,2022-09-11
A02725,normal_risk_cdd,0.8066251785272529,app,DEV002725,2023-11-10
A02726,normal_risk_cdd,0.9097341043127144,app,DEV002726,2022-05-23
A02727,lower_risk_sdd,0.6366234530418399,partner_institution,DEV002727,2022-10-08
A02728,normal_risk_cdd,0.7567470928075429,app,DEV002728,2024-05-12
A02729,normal_risk_cdd,0.9978247769159684,app,DEV002729,2022-08-04
A02730,lower_risk_sdd,0.648617004568721,branch,DEV002730,2022-09-19
A02731,normal_risk_cdd,0.8434891836414226,app,DEV002731,2023-12-30
A02732,normal_risk_cdd,0.8175915862615528,app,DEV002732,2025-11-04
A02733,normal_risk_cdd,0.9443972591566072,app,DEV002733,2022-12-09
A02734,normal_risk_cdd,0.8080097193486367,app,DEV002734,2024-07-21
A02735,normal_risk_cdd,0.7264016112950716,app,DEV002735,2024-06-14
A02736,normal_risk_cdd,0.7957057870483217,app,DEV002736,2023-01-18
A02737,normal_risk_cdd,0.9561419680363834,app,DEV002737,2022-08-28
A02738,normal_risk_cdd,0.9165705729165694,app,DEV002738,2025-07-26
A02739,normal_risk_cdd,0.8295987477872111,partner_institution,DEV002739,2022-08-09
A02740,lower_risk_sdd,0.7598604113312379,app,DEV002740,2024-09-28
A02741,normal_risk_cdd,0.9098353783057506,app,DEV002741,2023-08-23
A02742,normal_risk_cdd,0.8286728509092315,branch,DEV002742,2022-06-05
A02743,normal_risk_cdd,0.8367272115919135,app,DEV002743,2025-01-16
A02744,normal_risk_cdd,0.8763454185556347,app,DEV002744,2025-01-12
A02745,normal_risk_cdd,0.7834490440268947,app,DEV002745,2022-01-06
A02746,normal_risk_cdd,0.8503604052407481,app,DEV002746,2024-06-02
A02747,normal_risk_cdd,0.8746810691690632,app,DEV002747,2022-02-09
A02748,normal_risk_cdd,0.7150427009113168,app,DEV002748,2024-06-25
A02749,lower_risk_sdd,0.6348543741945681,branch,DEV002749,2023-06-05
A02750,normal_risk_cdd,0.8257555051707449,app,DEV002750,2023-11-13
A02751,normal_risk_cdd,0.9322454415968258,app,DEV002751,2021-12-17
A02752,normal_risk_cdd,0.7024402404951172,app,DEV002752,2023-09-16
A02753,lower_risk_sdd,0.6194795184237032,branch,DEV002753,2023-11-24
A02754,normal_risk_cdd,0.8114596282108331,app,DEV002754,2024-01-17
A02755,normal_risk_cdd,0.926805677113728,app,DEV002755,2024-05-30
A02756,normal_risk_cdd,0.8465162744508086,app,DEV002756,2024-02-25
A02757,normal_risk_cdd,0.9936875716521896,app,DEV002757,2024-01-26
A02758,normal_risk_cdd,0.9029770705525108,branch,DEV002758,2022-11-06
A02759,normal_risk_cdd,0.8171821604648385,app,DEV002759,2025-09-26
A02760,normal_risk_cdd,0.8691726957247167,app,DEV002760,2023-11-27
A02761,higher_risk_edd,0.9216744952504432,app,DEV002761,2023-09-17
A02762,lower_risk_sdd,0.7187516872392337,app,DEV002762,2022-11-21
A02763,normal_risk_cdd,0.743424182936719,app,DEV002763,2023-03-29
A02764,lower_risk_sdd,0.5841043218742934,app,MULE_DEV_1,2024-03-08
A02765,higher_risk_edd,0.9864551934843936,app,DEV002765,2025-06-25
A02766,normal_risk_cdd,0.9480605158978896,app,DEV002766,2024-06-04
A02767,normal_risk_cdd,0.673842512308864,app,DEV002767,2024-11-22
A02768,normal_risk_cdd,0.9599576972792332,app,DEV002768,2025-02-05
A02769,higher_risk_edd,0.9387891897257594,app,DEV002769,2023-01-07
A02770,normal_risk_cdd,0.699290003045027,app,DEV002770,2023-12-31
A02771,normal_risk_cdd,0.6098617726488529,branch,DEV002771,2022-09-23
A02772,normal_risk_cdd,0.7276491147353376,branch,DEV002772,2025-05-13
A02773,lower_risk_sdd,0.6484236115323678,branch,DEV002773,2021-12-14
A02774,normal_risk_cdd,0.8447281569752892,app,DEV002774,2024-01-07
A02775,normal_risk_cdd,0.9006560347767447,app,DEV002775,2024-11-25
A02776,normal_risk_cdd,0.8060410257951229,branch,DEV002776,2024-06-17
A02777,normal_risk_cdd,0.7613567562843063,app,DEV002777,2022-07-15
A02778,normal_risk_cdd,0.8169530889871285,app,DEV002778,2023-01-24
A02779,lower_risk_sdd,0.6526888229529262,branch,DEV002779,2025-03-25
A02780,lower_risk_sdd,0.6684618235964223,app,DEV002780,2021-12-08
A02781,lower_risk_sdd,0.5868668240582076,app,DEV002781,2025-05-24
A02782,normal_risk_cdd,0.9221157360268288,app,DEV002782,2024-10-24
A02783,normal_risk_cdd,0.8002882582620773,app,DEV002783,2022-12-27
A02784,normal_risk_cdd,0.7804226110140077,app,DEV002784,2023-10-16
A02785,normal_risk_cdd,0.8066086792425368,app,DEV002785,2024-02-16
A02786,normal_risk_cdd,0.9359872140562084,app,DEV002786,2022-03-12
A02787,normal_risk_cdd,0.8393762837647473,app,DEV002787,2022-09-22
A02788,higher_risk_edd,0.8944389197544182,app,DEV002788,2022-01-18
A02789,normal_risk_cdd,0.9240886200358834,app,DEV002789,2024-10-13
A02790,normal_risk_cdd,1.0,app,DEV002790,2022-07-01
A02791,lower_risk_sdd,0.6667746107447159,partner_institution,DEV002791,2025-01-23
A02792,normal_risk_cdd,0.9487073968692348,app,DEV002792,2022-09-05
A02793,higher_risk_edd,1.0,branch,DEV002793,2023-09-18
A02794,normal_risk_cdd,0.8015488198673334,app,DEV002794,2023-07-08
A02795,normal_risk_cdd,0.8521307344380986,app,DEV002795,2025-06-16
A02796,normal_risk_cdd,0.747396429623681,app,DEV002796,2022-05-20
